"STREET LOCATION"
"3504  Duval"
"3506  Duval"
"3508  Duval"
"3703  Duval"
"3705  Duval"
"4200  Avenue B"
"4202  Avenue B"
"4203  Avenue B"
"4204  Avenue B"
"4205  Avenue B"
"4206  Avenue B"
"4210  Avenue B"
"4211  Avenue B"
"4214  Avenue B"
"4300  Avenue B"
"4312  Avenue B"
"4313  Avenue B"
"4315  Avenue B"
"4403  Avenue B"
"4403  Avenue B"
"4409  Avenue B"
"4411  Avenue B"
"4412  Avenue B"
"4500  Avenue B"
"4506  Avenue B"
"4508  Avenue B"
"4510  Avenue B"
"4511  Avenue B"
"4512  Avenue B"
"4513  Avenue B"
"4514  Avenue B"
"4516  Avenue B"
"4517  Avenue B"
"4518  Avenue B"
"4521  Avenue B"
"4522  Avenue B"
"4523  Avenue B"
"4524  Avenue B"
"4527  Avenue B"
"4528  Avenue B"
"4601  Avenue B"
"4603  Avenue B"
"4605  Avenue B"
"4607  Avenue B"
"4612  Avenue B"
"4613  Avenue B"
"3900  Avenue C"
"3902  Avenue C"
"3904  Avenue C"
"3905  Avenue C"
"3906  Avenue C"
"3911  Avenue C"
"3913  Avenue C"
"4001  Avenue C"
"4002  Avenue C"
"4004  Avenue C"
"4005  Avenue C"
"4006  Avenue C"
"4008  Avenue C"
"4009  Avenue C"
"4010  Avenue C"
"4012  Avenue C"
"4101  Avenue C"
"4103  Avenue C"
"4106  Avenue C"
"3707  Duval"
"3709  Duval"
"3711  Duval"
"3800  Duval"
"3802  Duval"
"3803  Duval"
"3805  Duval"
"3807  Duval"
"3809  Duval"
"3810  Duval"
"3811  Duval"
"3812  Duval"
"3813  Duval"
"3815  Duval"
"3817  Duval"
"3819  Duval"
"3821/23*  Duval"
"3901  Duval"
"3903  Duval"
"3905  Duval"
"4107  Avenue C"
"4108  Avenue C"
"4109  Avenue C"
"4110  Avenue C"
"4111  Avenue C"
"4112  Avenue C"
"4113  Avenue C"
"4115  Avenue C"
"4201  Avenue C"
"4202  Avenue C"
"4203  Avenue C"
"4204  Avenue C"
"4205  Avenue C"
"4206  Avenue C"
"4208  Avenue C"
"4209  Avenue C"
"4210  Avenue C"
"4211  Avenue C"
"4212  Avenue C"
"4213  Avenue C"
"4215  Avenue C"
"4300  Avenue C"
"4301  Avenue C"
"4303  Avenue C"
"4305  Avenue C"
"4307  Avenue C"
"4311  Avenue C"
"4313  Avenue C"
"4314  Avenue C"
"4315  Avenue C"
"4316  Avenue C"
"4318  Avenue C"
"4402  Avenue C"
"4403  Avenue C"
"4404  Avenue C"
"4405  Avenue C"
"4407  Avenue C"
"4408  Avenue C"
"4410  Avenue C"
"4411  Avenue C"
"4412  Avenue C"
"4413  Avenue C"
"4501  Avenue C"
"4502  Avenue C"
"4504  Avenue C"
"4506  Avenue C"
"4507  Avenue C"
"4508  Avenue C"
"4509  Avenue C"
"4511  Avenue C"
"4513  Avenue C"
"4514  Avenue C"
"4515  Avenue C"
"4517  Avenue C"
"4518  Avenue C"
"4519  Avenue C"
"4520  Avenue C"
"4521  Avenue C"
"4522  Avenue C"
"4524  Avenue C"
"4526  Avenue C"
"4600  Avenue C"
"4601  Avenue C"
"4602  Avenue C"
"4604  Avenue C"
"4606/8*  Avenue C"
"4607  Avenue C"
"4610  Avenue C"
"4611  Avenue C"
"4612  Avenue C"
"3906  Avenue D"
"3907  Avenue D"
"3908  Avenue D"
"3911  Avenue D"
"4000  Avenue D"
"4001  Avenue D"
"4002  Avenue D"
"4003  Avenue D"
"4004  Avenue D"
"4005  Avenue D"
"4006  Avenue D"
"4007  Avenue D"
"4008  Avenue D"
"4009  Avenue D"
"4010  Avenue D"
"4011  Avenue D"
"4012  Avenue D"
"4013  Avenue D"
"4014  Avenue D"
"4015  Avenue D"
"4100  Avenue D"
"4102  Avenue D"
"4103  Avenue D"
"4105  Avenue D"
"4106  Avenue D"
"4108  Avenue D"
"4110  Avenue D"
"4111  Avenue D"
"4112  Avenue D"
"4113  Avenue D"
"4115  Avenue D"
"4200  Avenue D"
"4201  Avenue D"
"4203  Avenue D"
"4204  Avenue D"
"4205  Avenue D"
"4206  Avenue D"
"4207  Avenue D"
"4208  Avenue D"
"4209  Avenue D"
"4210  Avenue D"
"4211  Avenue D"
"4212  Avenue D"
"4213  Avenue D"
"4214  Avenue D"
"4215  Avenue D"
"4300  Avenue D"
"4301  Avenue D"
"4302  Avenue D"
"4304  Avenue D"
"3911  Duval"
"4000  Duval"
"4001  Duval"
"4002  Duval"
"4003  Duval"
"4004  Duval"
"4006  Duval"
"4007  Duval"
"4008  Duval"
"4016  Duval"
"4102  Duval"
"4104  Duval"
"4106  Duval"
"4112  Duval"
"4200  Duval"
"4202  Duval"
"4203  Duval"
"4206  Duval"
"4305  Avenue D"
"4306  Avenue D"
"4307  Avenue D"
"4308  Avenue D"
"4309  Avenue D"
"4310  Avenue D"
"4311  Avenue D"
"4312  Avenue D"
"4313  Avenue D"
"4400  Avenue D"
"4401  Avenue D"
"4402  Avenue D"
"4404  Avenue D"
"4405  Avenue D"
"4406  Avenue D"
"4408  Avenue D"
"4410  Avenue D"
"4411  Avenue D"
"4412  Avenue D"
"4414  Avenue D"
"4415  Avenue D"
"4502  Avenue D"
"4504  Avenue D"
"4506  Avenue D"
"4507  Avenue D"
"4509  Avenue D"
"4510  Avenue D"
"4514  Avenue D"
"4520  Avenue D"
"4522  Avenue D"
"4207  Duval"
"4302  Duval"
"4306  Duval"
"4308  Duval"
"4314  Duval"
"4316  Duval"
"4714  Duval"
"4716  Duval"
"4718  Duval"
"4801  Duval"
"4400  Eilers Avenue"
"4408  Eilers Avenue"
"905  Ellingson Lane"
"911  Ellingson Lane"
"1001  Ellingson Lane"
"1004  Ellingson Lane"
"4606*  Evans Avenue"
"3004  Fruth Street"
"4528  Avenue D"
"4606  Avenue D"
"3800  Avenue F"
"3811  Avenue F"
"3820  Avenue F"
"3824  Avenue F"
"3913  Avenue F"
"4002  Avenue F"
"4002.5  Avenue F"
"4003  Avenue F"
"4004  Avenue F"
"4005  Avenue F"
"4007  Avenue F"
"4009  Avenue F"
"4011  Avenue F"
"4012  Avenue F"
"4015  Avenue F"
"4100  Avenue F"
"4101  Avenue F"
"4103  Avenue F"
"4104  Avenue F"
"4105  Avenue F"
"4106  Avenue F"
"4107  Avenue F"
"4108  Avenue F"
"4109  Avenue F"
"4110  Avenue F"
"4111  Avenue F"
"4112  Avenue F"
"4113  Avenue F"
"4200  Avenue F"
"4201  Avenue F"
"4204  Avenue F"
"4205  Avenue F"
"4206  Avenue F"
"4208  Avenue F"
"4209  Avenue F"
"4210  Avenue F"
"4211  Avenue F"
"4212  Avenue F"
"4213  Avenue F"
"4300  Avenue F"
"4302  Avenue F"
"4303  Avenue F"
"4307  Avenue F"
"4308  Avenue F"
"4309  Avenue F"
"4309.5  Avenue F"
"4310  Avenue F"
"4311  Avenue F"
"4312  Avenue F"
"4313  Avenue F"
"4314  Avenue F"
"4400  Avenue F"
"4402  Avenue F"
"4404  Avenue F"
"4406  Avenue F"
"4500  Avenue F"
"4502  Avenue F"
"4507  Avenue F"
"4508  Avenue F"
"4509  Avenue F"
"4510  Avenue F"
"4511  Avenue F"
"4512  Avenue F"
"4515  Avenue F"
"4516  Avenue F"
"4517  Avenue F"
"4518/20*  Avenue F"
"4519  Avenue F"
"4521  Avenue F"
"4525  Avenue F"
"4526  Avenue F"
"4528  Avenue F"
"4530  Avenue F"
"4531  Avenue F"
"4532  Avenue F"
"4602  Avenue F"
"4606  Avenue F"
"4607  Avenue F"
"4610  Avenue F"
"4701  Avenue F"
"4711  Avenue F"
"4713  Avenue F"
"4801  Avenue F"
"4803  Avenue F"
"4805  Avenue F"
"4807  Avenue F"
"4808  Avenue F"
"4811  Avenue F"
"4813  Avenue F"
"4901  Avenue F"
"4903  Avenue F"
"3805  Avenue G"
"3807  Avenue G"
"3809  Avenue G"
"3815  Avenue G"
"3816*  Avenue G"
"3817  Avenue G"
"3908  Avenue G"
"3909  Avenue G"
"3911  Avenue G"
"3912  Avenue G"
"3913  Avenue G"
"4001  Avenue G"
"4006  Avenue G"
"4007  Avenue G"
"4008  Avenue G"
"4009  Avenue G"
"4010  Avenue G"
"4011  Avenue G"
"4012  Avenue G"
"4100  Avenue G"
"4101  Avenue G"
"4102  Avenue G"
"4103  Avenue G"
"4105  Avenue G"
"4106  Avenue G"
"4108  Avenue G"
"4109  Avenue G"
"4200  Avenue G"
"4201  Avenue G"
"4203  Avenue G"
"4206  Avenue G"
"4207  Avenue G"
"4208  Avenue G"
"4209  Avenue G"
"4210  Avenue G"
"4215  Avenue G"
"4300  Avenue G"
"4301  Avenue G"
"4302  Avenue G"
"4303  Avenue G"
"4307  Avenue G"
"4308  Avenue G"
"4309  Avenue G"
"4310  Avenue G"
"4311  Avenue G"
"4312  Avenue G"
"4313  Avenue G"
"4314  Avenue G"
"4315  Avenue G"
"4501  Avenue G"
"4502  Avenue G"
"4503  Avenue G"
"4505  Avenue G"
"4509  Avenue G"
"4510  Avenue G"
"4511  Avenue G"
"4512  Avenue G"
"4515  Avenue G"
"4516  Avenue G"
"4517  Avenue G"
"4518  Avenue G"
"4522  Avenue G"
"4529  Avenue G"
"4602  Avenue G"
"4604  Avenue G"
"4607  Avenue G"
"4608  Avenue G"
"4609  Avenue G"
"4611  Avenue G"
"4612  Avenue G"
"4613  Avenue G"
"4701  Avenue G"
"4703  Avenue G"
"4706  Avenue G"
"4709  Avenue G"
"4711  Avenue G"
"4712  Avenue G"
"4714  Avenue G"
"4715  Avenue G"
"4716  Avenue G"
"4800  Avenue G"
"4801  Avenue G"
"4804  Avenue G"
"4807  Avenue G"
"4808  Avenue G"
"4810  Avenue G"
"4811  Avenue G"
"4812  Avenue G"
"4813  Avenue G"
"4814  Avenue G"
"4815  Avenue G"
"4900  Avenue G"
"4901  Avenue G"
"4906  Avenue G"
"4908  Avenue G"
"4910  Avenue G"
"3800  Avenue H"
"3802  Avenue H"
"3803  Avenue H"
"3804  Avenue H"
"3805  Avenue H"
"3808  Avenue H"
"4001  Avenue H"
"4002  Avenue H"
"4003  Avenue H"
"4004  Avenue H"
"4005  Avenue H"
"4007  Avenue H"
"4008  Avenue H"
"4013  Avenue H"
"4014  Avenue H"
"4101  Avenue H"
"4103  Avenue H"
"4105  Avenue H"
"4107  Avenue H"
"4108  Avenue H"
"4109  Avenue H"
"4111  Avenue H"
"4115  Avenue H"
"4200  Avenue H"
"4201  Avenue H"
"4203  Avenue H"
"4204  Avenue H"
"4206  Avenue H"
"4207A  Avenue H"
"4207B  Avenue H"
"4208  Avenue H"
"4309  Avenue H"
"4210  Avenue H"
"4212  Avenue H"
"4304/6*  Avenue H"
"4308  Avenue H"
"4310  Avenue H"
"4311  Avenue H"
"4314  Avenue H"
"4315  Avenue H"
"4401  Avenue H"
"4405/07*  Avenue H"
"4500  Avenue H"
"4501  Avenue H"
"4503  Avenue H"
"4504  Avenue H"
"4505  Avenue H"
"4509  Avenue H"
"4511  Avenue H"
"4513  Avenue H"
"4517  Avenue H"
"4518  Avenue H"
"4519  Avenue H"
"4521  Avenue H"
"4524  Avenue H"
"4526  Avenue H"
"4528  Avenue H"
"4533  Avenue H"
"4600  Avenue H"
"4606  Avenue H"
"4611  Avenue H"
"4700  Avenue H"
"4702  Avenue H"
"4704  Avenue H"
"4705  Avenue H"
"4706  Avenue H"
"4707  Avenue H"
"4708  Avenue H"
"4709  Avenue H"
"4710  Avenue H"
"4711  Avenue H"
"4714  Avenue H"
"4801  Avenue H"
"4802  Avenue H"
"4804  Avenue H"
"4805  Avenue H"
"4806  Avenue H"
"4807  Avenue H"
"4808  Avenue H"
"4810  Avenue H"
"4813  Avenue H"
"4814  Avenue H"
"4815  Avenue H"
"4900  Avenue H"
"4901  Avenue H"
"4902  Avenue H"
"4908  Avenue H"
"4909  Avenue H"
"4910  Avenue H"
"4912  Avenue H"
"4915  Avenue H"
"110 East 30th Street"
"200 East 30th Street"
"204 East 30th Street"
"206* East 30th Street"
"302 East 30th Street"
"304/304 1/2 East 30th Street"
"402 East 30th Street"
"806 East 30th Street"
"807 East 30th Street"
"808 East 30th Street"
"809 East 30th Street"
"810 East 30th Street"
"812 East 30th Street"
"817 East 30th Street"
"818 East 30th Street"
"820 East 30th Street"
"908 West 30th Street"
"906 West 30th Street"
"904 West 30th Street"
"902 West 30th Street"
"900 West 30th Street"
"808 West 30th Street"
"800 West 30th Street"
"708 West 30th Street"
"706 West 30th Street"
"502 West 30th Street"
"406 West 30th Street"
"804 West 30-1/2 Street"
"808 West 30-1/2 Street"
"810 West 30-1/2 Street"
"904 West 30-1/2 Street"
"101 East 31st Street"
"102 East 31st Street"
"103 East 31st Street"
"107 East 31st Street"
"109 East 31st Street"
"110 East 31st Street"
"200 East 31st Street"
"202 East 31st Street"
"206 East 31st Street"
"208 East 31st Street"
"209 East 31st Street"
"409-411 East 31st Street"
"807 East 31st Street"
"815 East 31st Street"
"103 West 31st Street"
"201 West 31st Street"
"202 West 31st Street"
"608 West 31st Street"
"609 West 31st Street"
"611 West 31st Street"
"613 West 31st Street"
"615 West 31st Street"
"617 West 31st Street"
"635 West 31st Street"
"637 West 31st Street"
"700 West 31st Street"
"702 West 31st Street"
"704 West 31st Street"
"706 West 31st Street"
"707 West 31st Street"
"708 West 31st Street"
"709 West 31st Street"
"711 West 31st Street"
"804 West 31st Street"
"806 West 31st Street"
"807 West 31st Street"
"810 West 31st Street"
